Employee ID,Training Date,Training Program Name,Training Type,Training Outcome,Location,Trainer,Training Duration(Days),Training Cost,Customer S.,Communication,Leadership D.,Project M.,Technical S.
1676,07-Dec-22,Project Management,Internal,Failed,Carlland,Dr. Christina Johnson,5,104.66,NO,NO,NO,YES,NO
1677,02-Dec-22,Technical Skills,External,Incomplete,Nicholsonfurt,Dr. Christina Johnson,2,836.37,NO,NO,NO,NO,YES
1678,14-Apr-23,Leadership Development,Internal,Completed,Turnershire,Dr. Christina Johnson,1,749.64,NO,NO,YES,NO,NO
1679,25-Mar-23,Leadership Development,External,Failed,Lloydborough,Alicia Reed,5,213.06,NO,NO,YES,NO,NO
1680,04-Oct-22,Customer Service,Internal,Completed,Wrightburgh,Jennifer Mclaughlin,3,882.76,YES,NO,NO,NO,NO
1681,20-Dec-22,Customer Service,External,Failed,Santanastad,Brenda Tyler,1,113.42,YES,NO,NO,NO,NO
1682,19-Sep-22,Project Management,External,Failed,South Rhondaburgh,Brenda Tyler,3,284.61,NO,NO,NO,YES,NO
1683,28-Jun-23,Project Management,Internal,Failed,Port Amanda,Brenda Tyler,1,599.74,NO,NO,NO,YES,NO
1684,05-Jun-23,Leadership Development,Internal,Failed,North Amberport,Brenda Tyler,5,700.99,NO,NO,YES,NO,NO
1685,01-Jan-23,Customer Service,Internal,Passed,West Jenniferton,Brenda Tyler,1,650.07,YES,NO,NO,NO,NO
1686,11-Nov-22,Communication Skills,External,Completed,West Robert,Brenda Tyler,2,851.38,NO,YES,NO,NO,NO
1687,24-Feb-23,Customer Service,Internal,Failed,Tanyabury,Brenda Tyler,4,455.1,YES,NO,NO,NO,NO
1688,21-Dec-22,Project Management,Internal,Completed,Brendaside,Brenda Tyler,3,880.67,NO,NO,NO,YES,NO
1689,15-Sep-22,Customer Service,External,Passed,Moodychester,Brenda Tyler,2,712.64,YES,NO,NO,NO,NO
1690,21-Jan-23,Communication Skills,External,Failed,Moralesport,Brenda Tyler,3,504.34,NO,YES,NO,NO,NO
1691,21-Sep-22,Customer Service,External,Failed,South Kellyborough,Brenda Tyler,3,120.37,YES,NO,NO,NO,NO
1692,08-Mar-23,Project Management,External,Failed,North Madisonberg,Brenda Tyler,1,705.24,NO,NO,NO,YES,NO
1693,10-Mar-23,Project Management,External,Passed,Hodgesmouth,Brenda Tyler,5,928.81,NO,NO,NO,YES,NO
1694,30-Aug-22,Communication Skills,External,Completed,Kaylaburgh,Brenda Tyler,5,638.07,NO,YES,NO,NO,NO
1695,03-Jan-23,Leadership Development,Internal,Passed,East James,Brenda Tyler,2,913.34,NO,NO,YES,NO,NO
1696,29-May-23,Project Management,Internal,Completed,Yatesburgh,Brenda Tyler,1,754.78,NO,NO,NO,YES,NO
1697,14-Oct-22,Leadership Development,External,Passed,South Mistychester,Brenda Tyler,4,503.3,NO,NO,YES,NO,NO
1698,23-Nov-22,Technical Skills,External,Passed,Dustinville,Brenda Tyler,5,218.31,NO,NO,NO,NO,YES
1699,24-Jul-23,Customer Service,External,Incomplete,Port Jorge,Brenda Tyler,3,730.86,YES,NO,NO,NO,NO
1700,19-Sep-22,Customer Service,External,Completed,Andradeport,Brenda Tyler,4,203.34,YES,NO,NO,NO,NO
1701,18-Jun-23,Technical Skills,Internal,Passed,South Taylor,Brenda Tyler,1,460.53,NO,NO,NO,NO,YES
1702,19-Mar-23,Communication Skills,External,Completed,Meganport,Brenda Tyler,5,733.92,NO,YES,NO,NO,NO
1703,06-Oct-22,Customer Service,Internal,Completed,Audreyfort,Brenda Tyler,2,987.43,YES,NO,NO,NO,NO
1704,13-May-23,Customer Service,External,Completed,Lake Julia,Brenda Tyler,1,691.32,YES,NO,NO,NO,NO
1705,22-Oct-22,Communication Skills,External,Passed,Lake Traceyborough,Brenda Tyler,1,663.08,NO,YES,NO,NO,NO
1706,21-Sep-22,Customer Service,External,Incomplete,Kathleenhaven,Brenda Tyler,1,970.01,YES,NO,NO,NO,NO
1707,26-May-23,Customer Service,Internal,Passed,Shepherdchester,Brenda Tyler,3,496.31,YES,NO,NO,NO,NO
1708,20-Jun-23,Customer Service,Internal,Incomplete,South Carrie,Brenda Tyler,5,640.01,YES,NO,NO,NO,NO
1709,03-Jun-23,Technical Skills,External,Failed,South Lance,Brenda Tyler,4,858.8,NO,NO,NO,NO,YES
1710,11-Dec-22,Communication Skills,External,Passed,Markville,Brenda Tyler,2,300.52,NO,YES,NO,NO,NO
1711,30-Sep-22,Technical Skills,External,Failed,Lindaland,Melissa Martinez,3,102.19,NO,NO,NO,NO,YES
1712,06-Jun-23,Communication Skills,External,Completed,Michaelberg,Adam Walters,2,581.16,NO,YES,NO,NO,NO
1713,11-Mar-23,Leadership Development,Internal,Incomplete,Clarkeside,Samantha Mcguire,3,752.91,NO,NO,YES,NO,NO
1714,24-Jul-23,Project Management,External,Passed,Lake Michael,Samantha Mcguire,3,374.58,NO,NO,NO,YES,NO
1715,17-Feb-23,Leadership Development,Internal,Incomplete,North Danielfort,Samantha Mcguire,3,788.64,NO,NO,YES,NO,NO
1716,13-Feb-23,Communication Skills,External,Incomplete,Lake Erica,Samantha Mcguire,2,234.05,NO,YES,NO,NO,NO
1717,05-Nov-22,Customer Service,External,Incomplete,Port Joshua,Samantha Mcguire,1,381.33,YES,NO,NO,NO,NO
1718,24-Dec-22,Leadership Development,Internal,Passed,Wellsborough,Samantha Mcguire,3,527.62,NO,NO,YES,NO,NO
1719,12-Sep-22,Leadership Development,External,Passed,Butlerchester,Samantha Mcguire,3,442.1,NO,NO,YES,NO,NO
1720,19-Jan-23,Project Management,Internal,Passed,Scotthaven,Samantha Mcguire,2,396.81,NO,NO,NO,YES,NO
1721,16-Feb-23,Project Management,External,Failed,Kathleenhaven,Samantha Mcguire,2,730.31,NO,NO,NO,YES,NO
1722,14-May-23,Technical Skills,External,Incomplete,Stephensburgh,Samantha Mcguire,2,128.06,NO,NO,NO,NO,YES
1723,25-Sep-22,Technical Skills,External,Passed,Sophiaborough,Samantha Mcguire,5,942.63,NO,NO,NO,NO,YES
1724,11-Apr-23,Customer Service,Internal,Failed,Fullerstad,Samantha Mcguire,5,733.63,YES,NO,NO,NO,NO
1725,16-Jan-23,Customer Service,External,Completed,Cynthiaview,Samantha Mcguire,1,743.28,YES,NO,NO,NO,NO
1726,19-Oct-22,Technical Skills,Internal,Completed,Higginsport,Samantha Mcguire,4,435.18,NO,NO,NO,NO,YES
1727,16-Feb-23,Technical Skills,Internal,Failed,Weaverburgh,Samantha Mcguire,5,252.22,NO,NO,NO,NO,YES
1728,31-Dec-22,Customer Service,External,Completed,Lake Dustin,Samantha Mcguire,2,103.07,YES,NO,NO,NO,NO
1729,22-Mar-23,Technical Skills,Internal,Incomplete,Mollymouth,Samantha Mcguire,2,386.87,NO,NO,NO,NO,YES
1730,20-Mar-23,Customer Service,External,Incomplete,East Julie,Samantha Mcguire,3,718.21,YES,NO,NO,NO,NO
1731,27-Feb-23,Customer Service,Internal,Failed,South Jennifer,Samantha Mcguire,1,578.81,YES,NO,NO,NO,NO
1732,06-Jul-23,Project Management,Internal,Completed,East Louis,Samantha Mcguire,1,562.06,NO,NO,NO,YES,NO
1733,08-Jan-23,Leadership Development,External,Incomplete,Lake Danielleport,Samantha Mcguire,5,845.86,NO,NO,YES,NO,NO
1734,16-Jan-23,Project Management,External,Completed,Samanthatown,Samantha Mcguire,2,391.39,YES,NO,NO,YES,NO
1735,22-Jul-23,Project Management,Internal,Passed,Jonesport,Samantha Mcguire,1,203.04,YES,NO,NO,YES,NO
1736,09-Mar-23,Leadership Development,Internal,Incomplete,West Sarahborough,Samantha Mcguire,4,717.29,YES,NO,YES,NO,NO
1737,17-Oct-22,Leadership Development,External,Incomplete,Atkinsonbury,Samantha Mcguire,5,719,YES,NO,YES,NO,NO
1738,09-Jan-23,Customer Service,External,Incomplete,East Sharon,Samantha Mcguire,5,802.66,YES,NO,NO,NO,NO
1739,04-Jul-23,Communication Skills,External,Incomplete,East Julie,Samantha Mcguire,1,388.07,YES,YES,NO,NO,NO
1740,18-Feb-23,Project Management,Internal,Completed,South Donna,Samantha Mcguire,2,350.26,YES,NO,NO,YES,NO
1741,08-Nov-22,Leadership Development,External,Completed,Chasefurt,Samantha Mcguire,5,625.76,YES,NO,YES,NO,NO
1742,19-Apr-23,Communication Skills,External,Incomplete,Port Robert,Samantha Mcguire,1,206.72,YES,YES,NO,NO,NO
1743,13-Jul-23,Project Management,External,Passed,New David,Samantha Mcguire,4,954.37,YES,NO,NO,YES,NO
1744,24-Dec-22,Communication Skills,External,Failed,Prattview,Samantha Mcguire,4,728.77,YES,YES,NO,NO,NO
1745,05-Sep-22,Leadership Development,External,Completed,Simsberg,Samantha Mcguire,1,996.01,YES,YES,YES,NO,NO
1746,18-Nov-22,Communication Skills,External,Incomplete,Jonesberg,Samantha Mcguire,2,787.19,YES,YES,NO,NO,NO
1747,02-Mar-23,Project Management,External,Passed,Ryanshire,Samantha Mcguire,3,853.43,YES,YES,NO,YES,NO
1748,26-Mar-23,Leadership Development,External,Failed,Williamsmouth,Samantha Mcguire,5,433.03,YES,YES,YES,NO,NO
1749,21-Jul-23,Leadership Development,Internal,Incomplete,Burtonton,Samantha Mcguire,3,148.69,YES,YES,YES,NO,NO
1750,20-Aug-22,Project Management,Internal,Incomplete,New Arthur,Samantha Mcguire,1,523.44,YES,YES,NO,YES,NO
1751,10-Dec-22,Project Management,External,Incomplete,New Dennisshire,Samantha Mcguire,5,719.54,YES,YES,NO,YES,NO
1752,09-Oct-22,Leadership Development,External,Incomplete,Harrisonshire,Samantha Mcguire,3,560.55,YES,YES,YES,NO,NO
1753,18-Mar-23,Customer Service,Internal,Completed,Port Steven,Samantha Mcguire,1,711.71,YES,YES,NO,NO,NO
1754,30-Jan-23,Project Management,External,Failed,Franciscohaven,Samantha Mcguire,1,980.65,YES,YES,NO,YES,NO
1755,22-Nov-22,Communication Skills,External,Incomplete,Curryberg,Samantha Mcguire,2,367.76,YES,YES,NO,NO,NO
1756,22-Apr-23,Communication Skills,External,Failed,Laurieville,Samantha Mcguire,1,849.36,YES,YES,NO,NO,NO
1757,31-Dec-22,Technical Skills,Internal,Incomplete,Port Brittanyton,Samantha Mcguire,5,305.05,YES,YES,NO,NO,YES
1758,14-May-23,Customer Service,Internal,Completed,North Patricia,Samantha Mcguire,5,296.24,YES,YES,NO,NO,NO
1759,21-Oct-22,Project Management,Internal,Completed,Clarkview,Samantha Mcguire,4,220.06,YES,YES,NO,YES,NO
1760,20-Jan-23,Technical Skills,External,Passed,Brownchester,Samantha Mcguire,3,378.51,YES,YES,NO,NO,YES
1761,07-Nov-22,Technical Skills,External,Completed,New Eric,Samantha Mcguire,4,905.6,YES,YES,NO,NO,YES
1762,02-Sep-22,Customer Service,External,Incomplete,South Raymondchester,Samantha Mcguire,3,669.57,YES,YES,NO,NO,NO
1763,02-Mar-23,Leadership Development,External,Completed,Joneston,Samantha Mcguire,2,723.9,YES,YES,YES,NO,NO
1764,07-May-23,Communication Skills,External,Passed,Port Joshua,Samantha Mcguire,1,834.44,YES,YES,NO,NO,NO
1765,04-Aug-23,Leadership Development,External,Incomplete,Williamsmouth,Samantha Mcguire,1,393.88,YES,YES,YES,NO,NO
1766,07-Jul-23,Customer Service,External,Incomplete,Greenestad,Samantha Mcguire,3,637.61,YES,YES,NO,NO,NO
1767,25-Oct-22,Project Management,External,Passed,Riverastad,Samantha Mcguire,3,902.11,YES,YES,NO,YES,NO
1768,30-Sep-22,Leadership Development,External,Passed,Lake Tyler,Samantha Mcguire,1,999.79,YES,YES,YES,NO,NO
1769,27-Mar-23,Leadership Development,Internal,Passed,New Jamesville,Samantha Mcguire,1,976.58,YES,YES,YES,NO,NO
1770,04-Sep-22,Customer Service,External,Incomplete,West David,Natalie Ross,2,257.2,YES,YES,NO,NO,NO
1771,27-Feb-23,Technical Skills,External,Incomplete,New Kevinfurt,Natalie Ross,2,991.1,YES,YES,NO,NO,YES
1772,20-Aug-22,Technical Skills,External,Passed,Port Paul,Natalie Ross,2,205.64,YES,YES,NO,NO,YES
1773,30-Dec-22,Leadership Development,Internal,Passed,Moorechester,Natalie Ross,2,817.45,YES,YES,YES,NO,NO
1774,08-Jun-23,Customer Service,External,Failed,Johnhaven,Natalie Ross,5,643.22,YES,YES,NO,NO,NO
1775,08-May-23,Project Management,Internal,Failed,Port David,Natalie Ross,4,795.28,YES,YES,NO,YES,NO
1776,07-Sep-22,Project Management,Internal,Failed,South Madison,Natalie Ross,2,521.69,YES,YES,NO,YES,NO
1777,24-Apr-23,Customer Service,External,Incomplete,Greenehaven,Natalie Ross,3,157.78,YES,YES,NO,NO,NO
1778,01-Sep-22,Project Management,External,Passed,Lake James,Natalie Ross,3,803.94,YES,YES,NO,YES,NO
1779,27-Nov-22,Project Management,Internal,Passed,Lake Donna,Natalie Ross,3,188.56,YES,YES,NO,YES,NO
1780,25-Mar-23,Technical Skills,External,Passed,Brooksport,Natalie Ross,2,663.72,YES,YES,NO,NO,YES
1781,04-Jul-23,Technical Skills,External,Failed,Carlahaven,Natalie Ross,4,892.3,YES,YES,NO,NO,YES
1782,21-Dec-22,Communication Skills,External,Passed,Bullockton,Natalie Ross,3,560.35,YES,YES,NO,NO,NO
1783,24-Dec-22,Technical Skills,External,Passed,Ramosport,Natalie Ross,2,595.5,YES,YES,NO,NO,YES
1784,17-Nov-22,Communication Skills,External,Passed,East Jacob,Natalie Ross,2,242.18,YES,YES,NO,NO,NO
1785,07-Jan-23,Project Management,Internal,Failed,Cindyfurt,Natalie Ross,5,104.95,YES,YES,NO,YES,NO
1786,23-Apr-23,Communication Skills,External,Completed,South Heather,Natalie Ross,2,942.28,YES,YES,NO,NO,NO
1787,31-Aug-22,Project Management,Internal,Passed,South Michaelstad,Steven Villa,2,756.7,YES,YES,NO,YES,NO
1788,23-Dec-22,Leadership Development,Internal,Completed,Younghaven,Steven Villa,4,290.99,YES,YES,YES,NO,NO
1789,08-Jan-23,Leadership Development,External,Incomplete,Lake Markport,Steven Villa,2,700.97,YES,YES,YES,NO,NO
1790,19-Aug-22,Communication Skills,External,Incomplete,Sandersside,Steven Villa,4,631.98,YES,YES,NO,NO,NO
1791,26-Nov-22,Project Management,Internal,Failed,Ronniefurt,Steven Villa,5,282.85,YES,YES,NO,YES,NO
1792,29-Nov-22,Technical Skills,Internal,Completed,New Kathryn,Steven Villa,1,412.58,YES,YES,NO,NO,YES
1793,28-Feb-23,Communication Skills,External,Passed,Hufffort,Steven Villa,1,943.91,YES,YES,NO,NO,NO
1794,31-Oct-22,Leadership Development,Internal,Completed,East Laura,Steven Villa,3,208.13,YES,YES,YES,NO,NO
1795,24-Feb-23,Leadership Development,External,Passed,Anthonymouth,Steven Villa,2,145.47,YES,YES,YES,NO,NO
1796,27-Oct-22,Customer Service,External,Failed,Genetown,Steven Villa,1,727.51,YES,YES,NO,NO,NO
1797,24-Dec-22,Project Management,External,Failed,North Johnview,Steven Villa,5,581.43,YES,YES,NO,YES,NO
1798,11-Dec-22,Communication Skills,External,Incomplete,South Shirley,Steven Villa,1,725.94,YES,YES,NO,NO,NO
1799,27-Oct-22,Technical Skills,Internal,Passed,Port Gregory,Steven Villa,1,338.36,YES,YES,NO,NO,YES
1800,17-Apr-23,Technical Skills,External,Failed,Masonborough,Steven Villa,1,732.84,YES,YES,NO,NO,YES
1801,22-Jun-23,Technical Skills,External,Incomplete,West Matthew,Steven Villa,1,753.69,YES,YES,NO,NO,YES
1802,16-Jul-23,Customer Service,Internal,Failed,Port Katherine,Steven Villa,5,131.92,YES,YES,NO,NO,NO
1803,20-Sep-22,Leadership Development,External,Passed,Lake Benjamin,Steven Villa,4,550.55,YES,YES,YES,NO,NO
1804,22-Aug-22,Customer Service,Internal,Failed,Lake Racheltown,Steven Villa,1,767.49,YES,YES,NO,NO,NO
1805,11-Feb-23,Communication Skills,External,Incomplete,Burnsfort,Steven Villa,5,222.88,YES,YES,NO,NO,NO
1806,27-Jul-23,Communication Skills,External,Passed,West Michaelhaven,Steven Villa,3,176.2,YES,YES,NO,NO,NO
1807,07-Mar-23,Technical Skills,External,Incomplete,Port Gary,Steven Villa,5,794.61,YES,YES,NO,NO,YES
1808,12-Oct-22,Customer Service,External,Passed,Sparksshire,Steven Villa,1,147.08,YES,YES,NO,NO,NO
1809,15-Aug-22,Communication Skills,External,Incomplete,East Jenniferchester,Steven Villa,5,488.94,YES,YES,NO,NO,NO
1810,22-Feb-23,Project Management,External,Failed,West Jimmy,Steven Villa,1,603.57,YES,YES,NO,YES,NO
1811,25-Jul-23,Customer Service,External,Incomplete,Jameschester,Steven Villa,3,819.87,YES,YES,NO,NO,NO
1812,04-Mar-23,Leadership Development,Internal,Incomplete,West Craig,Steven Villa,2,836.19,YES,YES,YES,NO,NO
1813,05-Nov-22,Project Management,External,Passed,Christophermouth,Steven Villa,5,879.94,YES,YES,NO,YES,NO
1814,04-Jun-23,Customer Service,Internal,Failed,West Destiny,Steven Villa,3,532.3,YES,YES,NO,NO,NO
1815,03-Oct-22,Leadership Development,External,Incomplete,New Kimberlyport,Steven Villa,5,758.21,YES,YES,YES,NO,NO
1816,05-Jun-23,Communication Skills,External,Incomplete,Tylermouth,Steven Villa,2,253.51,YES,YES,NO,NO,NO
1817,20-Aug-22,Leadership Development,Internal,Completed,Cherylland,Steven Villa,3,375.86,YES,YES,YES,NO,NO
1818,20-Mar-23,Leadership Development,External,Incomplete,New Marie,Steven Villa,5,909.47,YES,YES,YES,NO,NO
1819,19-Oct-22,Customer Service,Internal,Passed,South Amy,Steven Villa,3,649.51,YES,YES,NO,NO,NO
1820,30-Jun-23,Customer Service,Internal,Failed,Richview,Steven Villa,1,742.26,YES,YES,NO,NO,NO
1821,12-Oct-22,Communication Skills,External,Passed,Moranburgh,Steven Villa,4,713.84,YES,YES,NO,NO,NO
1822,29-Jul-23,Project Management,External,Incomplete,Wigginsland,Steven Villa,1,999.06,YES,YES,NO,YES,NO
1823,10-Jul-23,Leadership Development,Internal,Completed,Michelleland,Steven Villa,4,977.99,YES,YES,YES,NO,NO
1824,16-Sep-22,Leadership Development,External,Completed,Katherineside,Steven Villa,5,136.33,YES,YES,YES,NO,NO
1825,05-Aug-22,Technical Skills,External,Completed,North Robertside,Steven Villa,4,946.67,YES,YES,NO,NO,YES
1826,24-Jul-23,Technical Skills,External,Passed,New Melissa,Steven Villa,4,485.39,YES,YES,NO,NO,YES
1827,28-Apr-23,Communication Skills,External,Incomplete,Weavermouth,Steven Villa,5,962.02,YES,YES,NO,NO,NO
1828,29-May-23,Technical Skills,External,Failed,Olsonborough,Steven Villa,1,620.24,YES,YES,NO,NO,YES
1829,21-Apr-23,Customer Service,External,Completed,East Jasmineview,Steven Villa,4,333.8,YES,YES,NO,NO,NO
1830,29-Mar-23,Leadership Development,External,Passed,Knappfurt,Steven Villa,3,764.21,YES,YES,YES,NO,NO
1831,11-Dec-22,Project Management,Internal,Failed,East Jenna,Steven Villa,3,756.42,YES,YES,NO,YES,NO
1832,30-Jul-23,Customer Service,Internal,Failed,Brennanborough,Steven Villa,2,716.62,YES,YES,NO,NO,NO
1833,26-Mar-23,Technical Skills,Internal,Failed,New Davidfort,Steven Villa,2,712.9,YES,YES,NO,NO,YES
1834,11-Mar-23,Technical Skills,Internal,Incomplete,Port Alicemouth,Steven Villa,1,845.82,YES,YES,NO,NO,YES
1835,01-Mar-23,Communication Skills,External,Passed,New Aaron,Steven Villa,4,727.9,YES,YES,NO,NO,NO
1836,21-Jul-23,Project Management,Internal,Incomplete,North Brad,Steven Villa,1,760.41,YES,YES,NO,YES,NO
1837,25-Jul-23,Project Management,Internal,Incomplete,Lake Tashaside,Steven Villa,5,567.74,YES,YES,NO,YES,NO
1838,14-Jan-23,Communication Skills,External,Incomplete,Collinsshire,Steven Villa,5,582.7,YES,YES,NO,NO,NO
1839,16-Aug-22,Leadership Development,External,Incomplete,West Nicole,Steven Villa,2,645.16,YES,YES,YES,NO,NO
1840,07-Mar-23,Project Management,External,Passed,Port Dawnland,Steven Villa,5,310.44,YES,YES,NO,YES,NO
1841,13-Aug-22,Communication Skills,External,Failed,Michellefurt,Steven Villa,4,683.42,YES,YES,NO,NO,NO
1842,19-Jul-23,Communication Skills,External,Completed,Jacksontown,Steven Villa,3,129.49,YES,YES,NO,NO,NO
1843,11-Nov-22,Project Management,External,Incomplete,Ashleyburgh,Steven Villa,5,349.46,YES,YES,NO,YES,NO
1844,19-Aug-22,Project Management,Internal,Failed,Daniellemouth,Steven Villa,5,668.2,YES,YES,NO,YES,NO
1845,31-Dec-22,Customer Service,External,Passed,Natashaburgh,Steven Villa,5,409.99,YES,YES,NO,NO,NO
1846,25-Apr-23,Communication Skills,External,Passed,Torresstad,Steven Villa,4,964.4,YES,YES,NO,NO,NO
1847,14-Feb-23,Leadership Development,External,Completed,Lake Jonathanville,Steven Villa,1,777.95,YES,YES,YES,NO,NO
1848,15-Feb-23,Communication Skills,External,Completed,Jonesshire,Steven Villa,5,816.07,YES,YES,NO,NO,NO
1849,04-Jun-23,Leadership Development,External,Passed,New Jefferyfort,Steven Villa,4,332.12,YES,YES,YES,NO,NO
1850,02-May-23,Communication Skills,External,Completed,Briannamouth,Steven Villa,1,950.45,YES,YES,NO,NO,NO
1851,04-Sep-22,Communication Skills,External,Passed,Michaelview,Steven Villa,4,997.13,YES,YES,NO,NO,NO
1852,16-Oct-22,Customer Service,Internal,Completed,Douglaschester,Steven Villa,1,917.56,YES,YES,NO,NO,NO
1853,10-Aug-22,Project Management,External,Failed,Wesleyton,Steven Villa,4,220.2,YES,YES,NO,YES,NO
1854,18-May-23,Technical Skills,External,Failed,Mcmahonview,Steven Villa,1,837.64,YES,YES,NO,NO,YES
1855,30-Aug-22,Technical Skills,External,Incomplete,South Matthewburgh,Steven Villa,2,648.72,YES,YES,NO,NO,YES
1856,04-Jul-23,Leadership Development,External,Failed,West Kimberly,Steven Villa,4,687.77,YES,YES,YES,NO,NO
1857,14-Jun-23,Project Management,External,Incomplete,Port Christopher,Steven Villa,5,278.62,YES,YES,NO,YES,NO
1858,16-Dec-22,Technical Skills,External,Failed,South Sonyahaven,Steven Villa,5,568.57,YES,YES,NO,NO,YES
1859,07-Oct-22,Technical Skills,Internal,Completed,Austinstad,Steven Villa,4,764.64,YES,YES,NO,NO,YES
1860,20-Aug-22,Project Management,External,Passed,East Davidbury,Steven Villa,3,551.45,YES,YES,NO,YES,YES
1861,18-Jun-23,Customer Service,Internal,Completed,Thompsonland,Steven Villa,2,849.52,YES,YES,YES,NO,YES
1862,21-Dec-22,Communication Skills,External,Incomplete,New Chelsea,Steven Villa,1,180.61,YES,YES,YES,NO,YES
1863,21-Jun-23,Communication Skills,External,Passed,East Richard,Steven Villa,3,559.52,YES,YES,YES,NO,YES
1864,06-Aug-22,Project Management,Internal,Completed,South Waltershire,Steven Villa,4,850.57,YES,YES,YES,YES,YES
1865,13-Nov-22,Project Management,Internal,Completed,Helenville,Steven Villa,3,802.75,YES,YES,YES,YES,YES
1866,22-Apr-23,Customer Service,External,Completed,Port Brandyview,Steven Villa,3,587.63,YES,YES,YES,NO,YES
1867,04-May-23,Project Management,External,Passed,Jonesberg,Steven Villa,3,114.45,YES,YES,YES,YES,YES
1868,27-Mar-23,Leadership Development,Internal,Completed,West Dylan,Steven Villa,4,599.79,YES,YES,YES,NO,YES
1869,23-Dec-22,Customer Service,Internal,Failed,Carmenstad,Steven Villa,3,280.46,YES,YES,YES,NO,YES
1870,25-Dec-22,Communication Skills,External,Incomplete,North Wendyfurt,Steven Villa,3,969.98,YES,YES,YES,NO,YES
1871,03-Jul-23,Customer Service,Internal,Failed,North Jamesborough,Steven Villa,4,643.07,YES,YES,YES,NO,YES
1872,04-Jul-23,Leadership Development,Internal,Incomplete,Walterborough,Steven Villa,4,299.55,YES,YES,YES,NO,YES
1873,02-Mar-23,Technical Skills,External,Incomplete,New Kevinfort,Steven Villa,3,373.67,YES,YES,YES,NO,YES
1874,25-Dec-22,Leadership Development,Internal,Passed,Wrightstad,Steven Villa,1,902.01,YES,YES,YES,NO,YES
1875,19-Mar-23,Project Management,Internal,Failed,Vasquezchester,Steven Villa,1,105.61,YES,YES,YES,YES,YES
1876,14-Mar-23,Leadership Development,Internal,Completed,North Rebeccamouth,Steven Villa,5,445.28,YES,YES,YES,NO,YES
1877,01-May-23,Technical Skills,External,Passed,Smithborough,Steven Villa,1,845.17,YES,YES,YES,NO,YES
1878,25-May-23,Technical Skills,External,Passed,Lake Cameronburgh,Steven Villa,5,932.44,YES,YES,YES,NO,YES
1879,29-Apr-23,Leadership Development,Internal,Passed,Port Emilyhaven,Steven Villa,2,227.51,YES,YES,YES,NO,YES
1880,10-Aug-22,Customer Service,Internal,Incomplete,Smithfurt,Steven Villa,5,785.05,YES,YES,YES,NO,YES
1881,30-Jun-23,Communication Skills,External,Passed,South Rebeccahaven,Steven Villa,4,584.92,YES,YES,YES,NO,YES
1882,11-Apr-23,Leadership Development,Internal,Incomplete,West Charles,Steven Villa,5,206.16,YES,YES,YES,NO,YES
1883,19-May-23,Customer Service,Internal,Failed,Leviville,Steven Villa,1,483.43,YES,YES,YES,NO,YES
1884,09-Sep-22,Project Management,External,Incomplete,New Kimberlychester,Steven Villa,2,889.87,YES,YES,YES,YES,YES
1885,15-Feb-23,Customer Service,Internal,Incomplete,Thomasborough,Steven Villa,3,503.04,YES,YES,YES,NO,YES
1886,10-Jun-23,Customer Service,External,Completed,West Jack,Steven Villa,1,349.8,YES,YES,YES,NO,YES
1887,23-Dec-22,Customer Service,External,Passed,Jasminebury,Steven Villa,4,547.76,YES,YES,YES,NO,YES
1888,23-Dec-22,Technical Skills,External,Completed,East Kim,Steven Villa,2,961.68,YES,YES,YES,NO,YES
1889,09-Feb-23,Leadership Development,Internal,Incomplete,New Eric,Steven Villa,1,993.76,YES,YES,YES,NO,YES
1890,25-Oct-22,Communication Skills,External,Failed,Lake Randyshire,Steven Villa,2,998.32,YES,YES,YES,NO,YES
1891,13-Jul-23,Leadership Development,External,Incomplete,Rodriguezfort,Steven Villa,1,961.55,YES,YES,YES,NO,YES
1892,09-Feb-23,Technical Skills,External,Incomplete,West Leslie,Steven Villa,3,192.73,YES,YES,YES,NO,YES
1893,28-Sep-22,Leadership Development,Internal,Completed,East Breannaborough,Steven Villa,1,604.53,YES,YES,YES,NO,YES
1894,29-May-23,Technical Skills,External,Failed,Port Matthew,Steven Villa,2,144.39,YES,YES,YES,NO,YES
1895,12-Sep-22,Technical Skills,External,Completed,Paulmouth,Steven Villa,5,517.92,YES,YES,YES,NO,YES
1896,22-Feb-23,Customer Service,External,Completed,Basston,Steven Villa,4,537.71,YES,YES,YES,NO,YES
1897,16-Mar-23,Communication Skills,External,Completed,Benjaminbury,Steven Villa,2,491.71,YES,YES,YES,NO,YES
1898,10-Jul-23,Project Management,Internal,Completed,Kingview,Steven Villa,3,673.38,YES,YES,YES,YES,YES
1899,29-Jan-23,Leadership Development,Internal,Incomplete,Port Jenniferside,Steven Villa,2,724.87,YES,YES,YES,NO,YES
1900,27-Apr-23,Communication Skills,External,Passed,North Darryl,Steven Villa,4,140.83,YES,YES,YES,NO,YES
1901,22-Sep-22,Project Management,External,Passed,North Peterland,Steven Villa,1,113.47,YES,YES,YES,YES,YES
1902,24-Feb-23,Customer Service,External,Incomplete,Jasonborough,Steven Villa,1,604.93,YES,YES,YES,NO,YES
1903,27-May-23,Project Management,External,Completed,Wintersmouth,Steven Villa,4,699.97,YES,YES,YES,YES,YES
1904,20-Oct-22,Leadership Development,Internal,Failed,East Autumn,Steven Villa,1,576.1,YES,YES,YES,NO,NO
