Date,DateAsInteger,Year,MonthNo,YearMonthNo,YearMonth,MonthShort,MonthLong,WeekNo,WeekDay,WeekDayShort,Quarter,YearQuarter
1993-02-07 00:00:00.000,"19930207",1993,"02","1993/02","1993/Feb","Feb","February",1,"Sunday","Sunday","Q1","1993/Q1"
1993-02-14 00:00:00.000,"19930214",1993,"02","1993/02","1993/Feb","Feb","February",1,"Sunday","Sunday","Q1","1993/Q1"
1993-02-21 00:00:00.000,"19930221",1993,"02","1993/02","1993/Feb","Feb","February",1,"Sunday","Sunday","Q1","1993/Q1"
1993-02-28 00:00:00.000,"19930228",1993,"02","1993/02","1993/Feb","Feb","February",1,"Sunday","Sunday","Q1","1993/Q1"
1994-02-06 00:00:00.000,"19940206",1994,"02","1994/02","1994/Feb","Feb","February",1,"Sunday","Sunday","Q1","1994/Q1"
1994-02-13 00:00:00.000,"19940213",1994,"02","1994/02","1994/Feb","Feb","February",1,"Sunday","Sunday","Q1","1994/Q1"
1994-02-20 00:00:00.000,"19940220",1994,"02","1994/02","1994/Feb","Feb","February",1,"Sunday","Sunday","Q1","1994/Q1"
1994-02-27 00:00:00.000,"19940227",1994,"02","1994/02","1994/Feb","Feb","February",1,"Sunday","Sunday","Q1","1994/Q1"
1995-02-05 00:00:00.000,"19950205",1995,"02","1995/02","1995/Feb","Feb","February",1,"Sunday","Sunday","Q1","1995/Q1"
1995-02-12 00:00:00.000,"19950212",1995,"02","1995/02","1995/Feb","Feb","February",1,"Sunday","Sunday","Q1","1995/Q1"
1995-02-19 00:00:00.000,"19950219",1995,"02","1995/02","1995/Feb","Feb","February",1,"Sunday","Sunday","Q1","1995/Q1"
1995-02-26 00:00:00.000,"19950226",1995,"02","1995/02","1995/Feb","Feb","February",1,"Sunday","Sunday","Q1","1995/Q1"
1996-02-04 00:00:00.000,"19960204",1996,"02","1996/02","1996/Feb","Feb","February",1,"Sunday","Sunday","Q1","1996/Q1"
1996-02-11 00:00:00.000,"19960211",1996,"02","1996/02","1996/Feb","Feb","February",1,"Sunday","Sunday","Q1","1996/Q1"
1996-02-18 00:00:00.000,"19960218",1996,"02","1996/02","1996/Feb","Feb","February",1,"Sunday","Sunday","Q1","1996/Q1"
1996-02-25 00:00:00.000,"19960225",1996,"02","1996/02","1996/Feb","Feb","February",1,"Sunday","Sunday","Q1","1996/Q1"
1997-02-02 00:00:00.000,"19970202",1997,"02","1997/02","1997/Feb","Feb","February",1,"Sunday","Sunday","Q1","1997/Q1"
1997-02-09 00:00:00.000,"19970209",1997,"02","1997/02","1997/Feb","Feb","February",1,"Sunday","Sunday","Q1","1997/Q1"
1997-02-16 00:00:00.000,"19970216",1997,"02","1997/02","1997/Feb","Feb","February",1,"Sunday","Sunday","Q1","1997/Q1"
1997-02-23 00:00:00.000,"19970223",1997,"02","1997/02","1997/Feb","Feb","February",1,"Sunday","Sunday","Q1","1997/Q1"
1998-02-01 00:00:00.000,"19980201",1998,"02","1998/02","1998/Feb","Feb","February",1,"Sunday","Sunday","Q1","1998/Q1"
1998-02-08 00:00:00.000,"19980208",1998,"02","1998/02","1998/Feb","Feb","February",1,"Sunday","Sunday","Q1","1998/Q1"
1998-02-15 00:00:00.000,"19980215",1998,"02","1998/02","1998/Feb","Feb","February",1,"Sunday","Sunday","Q1","1998/Q1"
1998-02-22 00:00:00.000,"19980222",1998,"02","1998/02","1998/Feb","Feb","February",1,"Sunday","Sunday","Q1","1998/Q1"
1999-02-07 00:00:00.000,"19990207",1999,"02","1999/02","1999/Feb","Feb","February",1,"Sunday","Sunday","Q1","1999/Q1"
1999-02-14 00:00:00.000,"19990214",1999,"02","1999/02","1999/Feb","Feb","February",1,"Sunday","Sunday","Q1","1999/Q1"
1999-02-21 00:00:00.000,"19990221",1999,"02","1999/02","1999/Feb","Feb","February",1,"Sunday","Sunday","Q1","1999/Q1"
1999-02-28 00:00:00.000,"19990228",1999,"02","1999/02","1999/Feb","Feb","February",1,"Sunday","Sunday","Q1","1999/Q1"
2000-02-06 00:00:00.000,"20000206",2000,"02","2000/02","2000/Feb","Feb","February",1,"Sunday","Sunday","Q1","2000/Q1"
2000-02-13 00:00:00.000,"20000213",2000,"02","2000/02","2000/Feb","Feb","February",1,"Sunday","Sunday","Q1","2000/Q1"
2000-02-20 00:00:00.000,"20000220",2000,"02","2000/02","2000/Feb","Feb","February",1,"Sunday","Sunday","Q1","2000/Q1"
2000-02-27 00:00:00.000,"20000227",2000,"02","2000/02","2000/Feb","Feb","February",1,"Sunday","Sunday","Q1","2000/Q1"
2001-02-04 00:00:00.000,"20010204",2001,"02","2001/02","2001/Feb","Feb","February",1,"Sunday","Sunday","Q1","2001/Q1"
2001-02-11 00:00:00.000,"20010211",2001,"02","2001/02","2001/Feb","Feb","February",1,"Sunday","Sunday","Q1","2001/Q1"
2001-02-18 00:00:00.000,"20010218",2001,"02","2001/02","2001/Feb","Feb","February",1,"Sunday","Sunday","Q1","2001/Q1"
2001-02-25 00:00:00.000,"20010225",2001,"02","2001/02","2001/Feb","Feb","February",1,"Sunday","Sunday","Q1","2001/Q1"
2002-02-03 00:00:00.000,"20020203",2002,"02","2002/02","2002/Feb","Feb","February",1,"Sunday","Sunday","Q1","2002/Q1"
2002-02-10 00:00:00.000,"20020210",2002,"02","2002/02","2002/Feb","Feb","February",1,"Sunday","Sunday","Q1","2002/Q1"
2002-02-17 00:00:00.000,"20020217",2002,"02","2002/02","2002/Feb","Feb","February",1,"Sunday","Sunday","Q1","2002/Q1"
2002-02-24 00:00:00.000,"20020224",2002,"02","2002/02","2002/Feb","Feb","February",1,"Sunday","Sunday","Q1","2002/Q1"
2003-02-02 00:00:00.000,"20030202",2003,"02","2003/02","2003/Feb","Feb","February",1,"Sunday","Sunday","Q1","2003/Q1"
2003-02-09 00:00:00.000,"20030209",2003,"02","2003/02","2003/Feb","Feb","February",1,"Sunday","Sunday","Q1","2003/Q1"
2003-02-16 00:00:00.000,"20030216",2003,"02","2003/02","2003/Feb","Feb","February",1,"Sunday","Sunday","Q1","2003/Q1"
2003-02-23 00:00:00.000,"20030223",2003,"02","2003/02","2003/Feb","Feb","February",1,"Sunday","Sunday","Q1","2003/Q1"
2004-02-01 00:00:00.000,"20040201",2004,"02","2004/02","2004/Feb","Feb","February",1,"Sunday","Sunday","Q1","2004/Q1"
2004-02-08 00:00:00.000,"20040208",2004,"02","2004/02","2004/Feb","Feb","February",1,"Sunday","Sunday","Q1","2004/Q1"
2004-02-15 00:00:00.000,"20040215",2004,"02","2004/02","2004/Feb","Feb","February",1,"Sunday","Sunday","Q1","2004/Q1"
2004-02-22 00:00:00.000,"20040222",2004,"02","2004/02","2004/Feb","Feb","February",1,"Sunday","Sunday","Q1","2004/Q1"
2004-02-29 00:00:00.000,"20040229",2004,"02","2004/02","2004/Feb","Feb","February",1,"Sunday","Sunday","Q1","2004/Q1"
2005-02-06 00:00:00.000,"20050206",2005,"02","2005/02","2005/Feb","Feb","February",1,"Sunday","Sunday","Q1","2005/Q1"
2005-02-13 00:00:00.000,"20050213",2005,"02","2005/02","2005/Feb","Feb","February",1,"Sunday","Sunday","Q1","2005/Q1"
2005-02-20 00:00:00.000,"20050220",2005,"02","2005/02","2005/Feb","Feb","February",1,"Sunday","Sunday","Q1","2005/Q1"
2005-02-27 00:00:00.000,"20050227",2005,"02","2005/02","2005/Feb","Feb","February",1,"Sunday","Sunday","Q1","2005/Q1"
2006-02-05 00:00:00.000,"20060205",2006,"02","2006/02","2006/Feb","Feb","February",1,"Sunday","Sunday","Q1","2006/Q1"
2006-02-12 00:00:00.000,"20060212",2006,"02","2006/02","2006/Feb","Feb","February",1,"Sunday","Sunday","Q1","2006/Q1"
2006-02-19 00:00:00.000,"20060219",2006,"02","2006/02","2006/Feb","Feb","February",1,"Sunday","Sunday","Q1","2006/Q1"
2006-02-26 00:00:00.000,"20060226",2006,"02","2006/02","2006/Feb","Feb","February",1,"Sunday","Sunday","Q1","2006/Q1"
2007-02-04 00:00:00.000,"20070204",2007,"02","2007/02","2007/Feb","Feb","February",1,"Sunday","Sunday","Q1","2007/Q1"
2007-02-11 00:00:00.000,"20070211",2007,"02","2007/02","2007/Feb","Feb","February",1,"Sunday","Sunday","Q1","2007/Q1"
2007-02-18 00:00:00.000,"20070218",2007,"02","2007/02","2007/Feb","Feb","February",1,"Sunday","Sunday","Q1","2007/Q1"
2007-02-25 00:00:00.000,"20070225",2007,"02","2007/02","2007/Feb","Feb","February",1,"Sunday","Sunday","Q1","2007/Q1"
2008-02-03 00:00:00.000,"20080203",2008,"02","2008/02","2008/Feb","Feb","February",1,"Sunday","Sunday","Q1","2008/Q1"
2008-02-10 00:00:00.000,"20080210",2008,"02","2008/02","2008/Feb","Feb","February",1,"Sunday","Sunday","Q1","2008/Q1"
2008-02-17 00:00:00.000,"20080217",2008,"02","2008/02","2008/Feb","Feb","February",1,"Sunday","Sunday","Q1","2008/Q1"
2008-02-24 00:00:00.000,"20080224",2008,"02","2008/02","2008/Feb","Feb","February",1,"Sunday","Sunday","Q1","2008/Q1"
2009-02-01 00:00:00.000,"20090201",2009,"02","2009/02","2009/Feb","Feb","February",1,"Sunday","Sunday","Q1","2009/Q1"
2009-02-08 00:00:00.000,"20090208",2009,"02","2009/02","2009/Feb","Feb","February",1,"Sunday","Sunday","Q1","2009/Q1"
2009-02-15 00:00:00.000,"20090215",2009,"02","2009/02","2009/Feb","Feb","February",1,"Sunday","Sunday","Q1","2009/Q1"
2009-02-22 00:00:00.000,"20090222",2009,"02","2009/02","2009/Feb","Feb","February",1,"Sunday","Sunday","Q1","2009/Q1"
2010-02-07 00:00:00.000,"20100207",2010,"02","2010/02","2010/Feb","Feb","February",1,"Sunday","Sunday","Q1","2010/Q1"
2010-02-14 00:00:00.000,"20100214",2010,"02","2010/02","2010/Feb","Feb","February",1,"Sunday","Sunday","Q1","2010/Q1"
2010-02-21 00:00:00.000,"20100221",2010,"02","2010/02","2010/Feb","Feb","February",1,"Sunday","Sunday","Q1","2010/Q1"
2010-02-28 00:00:00.000,"20100228",2010,"02","2010/02","2010/Feb","Feb","February",1,"Sunday","Sunday","Q1","2010/Q1"
2011-02-06 00:00:00.000,"20110206",2011,"02","2011/02","2011/Feb","Feb","February",1,"Sunday","Sunday","Q1","2011/Q1"
2011-02-13 00:00:00.000,"20110213",2011,"02","2011/02","2011/Feb","Feb","February",1,"Sunday","Sunday","Q1","2011/Q1"
2011-02-20 00:00:00.000,"20110220",2011,"02","2011/02","2011/Feb","Feb","February",1,"Sunday","Sunday","Q1","2011/Q1"
2011-02-27 00:00:00.000,"20110227",2011,"02","2011/02","2011/Feb","Feb","February",1,"Sunday","Sunday","Q1","2011/Q1"
2012-02-05 00:00:00.000,"20120205",2012,"02","2012/02","2012/Feb","Feb","February",1,"Sunday","Sunday","Q1","2012/Q1"
2012-02-12 00:00:00.000,"20120212",2012,"02","2012/02","2012/Feb","Feb","February",1,"Sunday","Sunday","Q1","2012/Q1"
2012-02-19 00:00:00.000,"20120219",2012,"02","2012/02","2012/Feb","Feb","February",1,"Sunday","Sunday","Q1","2012/Q1"
2012-02-26 00:00:00.000,"20120226",2012,"02","2012/02","2012/Feb","Feb","February",1,"Sunday","Sunday","Q1","2012/Q1"
2013-02-03 00:00:00.000,"20130203",2013,"02","2013/02","2013/Feb","Feb","February",1,"Sunday","Sunday","Q1","2013/Q1"
2013-02-10 00:00:00.000,"20130210",2013,"02","2013/02","2013/Feb","Feb","February",1,"Sunday","Sunday","Q1","2013/Q1"
2013-02-17 00:00:00.000,"20130217",2013,"02","2013/02","2013/Feb","Feb","February",1,"Sunday","Sunday","Q1","2013/Q1"
2013-02-24 00:00:00.000,"20130224",2013,"02","2013/02","2013/Feb","Feb","February",1,"Sunday","Sunday","Q1","2013/Q1"
2014-02-02 00:00:00.000,"20140202",2014,"02","2014/02","2014/Feb","Feb","February",1,"Sunday","Sunday","Q1","2014/Q1"
2014-02-09 00:00:00.000,"20140209",2014,"02","2014/02","2014/Feb","Feb","February",1,"Sunday","Sunday","Q1","2014/Q1"
2014-02-16 00:00:00.000,"20140216",2014,"02","2014/02","2014/Feb","Feb","February",1,"Sunday","Sunday","Q1","2014/Q1"
2014-02-23 00:00:00.000,"20140223",2014,"02","2014/02","2014/Feb","Feb","February",1,"Sunday","Sunday","Q1","2014/Q1"
2015-02-01 00:00:00.000,"20150201",2015,"02","2015/02","2015/Feb","Feb","February",1,"Sunday","Sunday","Q1","2015/Q1"
2015-02-08 00:00:00.000,"20150208",2015,"02","2015/02","2015/Feb","Feb","February",1,"Sunday","Sunday","Q1","2015/Q1"
2015-02-15 00:00:00.000,"20150215",2015,"02","2015/02","2015/Feb","Feb","February",1,"Sunday","Sunday","Q1","2015/Q1"
2015-02-22 00:00:00.000,"20150222",2015,"02","2015/02","2015/Feb","Feb","February",1,"Sunday","Sunday","Q1","2015/Q1"
2016-02-07 00:00:00.000,"20160207",2016,"02","2016/02","2016/Feb","Feb","February",1,"Sunday","Sunday","Q1","2016/Q1"
2016-02-14 00:00:00.000,"20160214",2016,"02","2016/02","2016/Feb","Feb","February",1,"Sunday","Sunday","Q1","2016/Q1"
2016-02-21 00:00:00.000,"20160221",2016,"02","2016/02","2016/Feb","Feb","February",1,"Sunday","Sunday","Q1","2016/Q1"
2016-02-28 00:00:00.000,"20160228",2016,"02","2016/02","2016/Feb","Feb","February",1,"Sunday","Sunday","Q1","2016/Q1"
2017-02-05 00:00:00.000,"20170205",2017,"02","2017/02","2017/Feb","Feb","February",1,"Sunday","Sunday","Q1","2017/Q1"
2017-02-12 00:00:00.000,"20170212",2017,"02","2017/02","2017/Feb","Feb","February",1,"Sunday","Sunday","Q1","2017/Q1"
2017-02-19 00:00:00.000,"20170219",2017,"02","2017/02","2017/Feb","Feb","February",1,"Sunday","Sunday","Q1","2017/Q1"
2017-02-26 00:00:00.000,"20170226",2017,"02","2017/02","2017/Feb","Feb","February",1,"Sunday","Sunday","Q1","2017/Q1"
2018-02-04 00:00:00.000,"20180204",2018,"02","2018/02","2018/Feb","Feb","February",1,"Sunday","Sunday","Q1","2018/Q1"
2018-02-11 00:00:00.000,"20180211",2018,"02","2018/02","2018/Feb","Feb","February",1,"Sunday","Sunday","Q1","2018/Q1"
2018-02-18 00:00:00.000,"20180218",2018,"02","2018/02","2018/Feb","Feb","February",1,"Sunday","Sunday","Q1","2018/Q1"
2018-02-25 00:00:00.000,"20180225",2018,"02","2018/02","2018/Feb","Feb","February",1,"Sunday","Sunday","Q1","2018/Q1"
2019-02-03 00:00:00.000,"20190203",2019,"02","2019/02","2019/Feb","Feb","February",1,"Sunday","Sunday","Q1","2019/Q1"
2019-02-10 00:00:00.000,"20190210",2019,"02","2019/02","2019/Feb","Feb","February",1,"Sunday","Sunday","Q1","2019/Q1"
2019-02-17 00:00:00.000,"20190217",2019,"02","2019/02","2019/Feb","Feb","February",1,"Sunday","Sunday","Q1","2019/Q1"
2019-02-24 00:00:00.000,"20190224",2019,"02","2019/02","2019/Feb","Feb","February",1,"Sunday","Sunday","Q1","2019/Q1"
2020-02-02 00:00:00.000,"20200202",2020,"02","2020/02","2020/Feb","Feb","February",1,"Sunday","Sunday","Q1","2020/Q1"
2020-02-09 00:00:00.000,"20200209",2020,"02","2020/02","2020/Feb","Feb","February",1,"Sunday","Sunday","Q1","2020/Q1"
2020-02-16 00:00:00.000,"20200216",2020,"02","2020/02","2020/Feb","Feb","February",1,"Sunday","Sunday","Q1","2020/Q1"
2020-02-23 00:00:00.000,"20200223",2020,"02","2020/02","2020/Feb","Feb","February",1,"Sunday","Sunday","Q1","2020/Q1"
2021-02-07 00:00:00.000,"20210207",2021,"02","2021/02","2021/Feb","Feb","February",1,"Sunday","Sunday","Q1","2021/Q1"
2021-02-14 00:00:00.000,"20210214",2021,"02","2021/02","2021/Feb","Feb","February",1,"Sunday","Sunday","Q1","2021/Q1"
2021-02-21 00:00:00.000,"20210221",2021,"02","2021/02","2021/Feb","Feb","February",1,"Sunday","Sunday","Q1","2021/Q1"
2021-02-28 00:00:00.000,"20210228",2021,"02","2021/02","2021/Feb","Feb","February",1,"Sunday","Sunday","Q1","2021/Q1"
2022-02-06 00:00:00.000,"20220206",2022,"02","2022/02","2022/Feb","Feb","February",1,"Sunday","Sunday","Q1","2022/Q1"
2022-02-13 00:00:00.000,"20220213",2022,"02","2022/02","2022/Feb","Feb","February",1,"Sunday","Sunday","Q1","2022/Q1"
2022-02-20 00:00:00.000,"20220220",2022,"02","2022/02","2022/Feb","Feb","February",1,"Sunday","Sunday","Q1","2022/Q1"
2022-02-27 00:00:00.000,"20220227",2022,"02","2022/02","2022/Feb","Feb","February",1,"Sunday","Sunday","Q1","2022/Q1"
2023-02-05 00:00:00.000,"20230205",2023,"02","2023/02","2023/Feb","Feb","February",1,"Sunday","Sunday","Q1","2023/Q1"
2023-02-12 00:00:00.000,"20230212",2023,"02","2023/02","2023/Feb","Feb","February",1,"Sunday","Sunday","Q1","2023/Q1"
2023-02-19 00:00:00.000,"20230219",2023,"02","2023/02","2023/Feb","Feb","February",1,"Sunday","Sunday","Q1","2023/Q1"
2023-02-26 00:00:00.000,"20230226",2023,"02","2023/02","2023/Feb","Feb","February",1,"Sunday","Sunday","Q1","2023/Q1"
2024-02-04 00:00:00.000,"20240204",2024,"02","2024/02","2024/Feb","Feb","February",1,"Sunday","Sunday","Q1","2024/Q1"
2024-02-11 00:00:00.000,"20240211",2024,"02","2024/02","2024/Feb","Feb","February",1,"Sunday","Sunday","Q1","2024/Q1"
2024-02-18 00:00:00.000,"20240218",2024,"02","2024/02","2024/Feb","Feb","February",1,"Sunday","Sunday","Q1","2024/Q1"
2024-02-25 00:00:00.000,"20240225",2024,"02","2024/02","2024/Feb","Feb","February",1,"Sunday","Sunday","Q1","2024/Q1"
2025-02-02 00:00:00.000,"20250202",2025,"02","2025/02","2025/Feb","Feb","February",1,"Sunday","Sunday","Q1","2025/Q1"
2025-02-09 00:00:00.000,"20250209",2025,"02","2025/02","2025/Feb","Feb","February",1,"Sunday","Sunday","Q1","2025/Q1"
2025-02-16 00:00:00.000,"20250216",2025,"02","2025/02","2025/Feb","Feb","February",1,"Sunday","Sunday","Q1","2025/Q1"
2025-02-23 00:00:00.000,"20250223",2025,"02","2025/02","2025/Feb","Feb","February",1,"Sunday","Sunday","Q1","2025/Q1"
1967-02-06 00:00:00.000,"19670206",1967,"02","1967/02","1967/Feb","Feb","February",2,"Monday","Monday","Q1","1967/Q1"
1967-02-13 00:00:00.000,"19670213",1967,"02","1967/02","1967/Feb","Feb","February",2,"Monday","Monday","Q1","1967/Q1"
1967-02-20 00:00:00.000,"19670220",1967,"02","1967/02","1967/Feb","Feb","February",2,"Monday","Monday","Q1","1967/Q1"
1967-02-27 00:00:00.000,"19670227",1967,"02","1967/02","1967/Feb","Feb","February",2,"Monday","Monday","Q1","1967/Q1"
1968-02-05 00:00:00.000,"19680205",1968,"02","1968/02","1968/Feb","Feb","February",2,"Monday","Monday","Q1","1968/Q1"
1968-02-12 00:00:00.000,"19680212",1968,"02","1968/02","1968/Feb","Feb","February",2,"Monday","Monday","Q1","1968/Q1"
1968-02-19 00:00:00.000,"19680219",1968,"02","1968/02","1968/Feb","Feb","February",2,"Monday","Monday","Q1","1968/Q1"
1968-02-26 00:00:00.000,"19680226",1968,"02","1968/02","1968/Feb","Feb","February",2,"Monday","Monday","Q1","1968/Q1"
1969-02-03 00:00:00.000,"19690203",1969,"02","1969/02","1969/Feb","Feb","February",2,"Monday","Monday","Q1","1969/Q1"
1969-02-10 00:00:00.000,"19690210",1969,"02","1969/02","1969/Feb","Feb","February",2,"Monday","Monday","Q1","1969/Q1"
1969-02-17 00:00:00.000,"19690217",1969,"02","1969/02","1969/Feb","Feb","February",2,"Monday","Monday","Q1","1969/Q1"
1969-02-24 00:00:00.000,"19690224",1969,"02","1969/02","1969/Feb","Feb","February",2,"Monday","Monday","Q1","1969/Q1"
1970-02-02 00:00:00.000,"19700202",1970,"02","1970/02","1970/Feb","Feb","February",2,"Monday","Monday","Q1","1970/Q1"
1970-02-09 00:00:00.000,"19700209",1970,"02","1970/02","1970/Feb","Feb","February",2,"Monday","Monday","Q1","1970/Q1"
1970-02-16 00:00:00.000,"19700216",1970,"02","1970/02","1970/Feb","Feb","February",2,"Monday","Monday","Q1","1970/Q1"
1970-02-23 00:00:00.000,"19700223",1970,"02","1970/02","1970/Feb","Feb","February",2,"Monday","Monday","Q1","1970/Q1"
1971-02-01 00:00:00.000,"19710201",1971,"02","1971/02","1971/Feb","Feb","February",2,"Monday","Monday","Q1","1971/Q1"
1971-02-08 00:00:00.000,"19710208",1971,"02","1971/02","1971/Feb","Feb","February",2,"Monday","Monday","Q1","1971/Q1"
1971-02-15 00:00:00.000,"19710215",1971,"02","1971/02","1971/Feb","Feb","February",2,"Monday","Monday","Q1","1971/Q1"
1971-02-22 00:00:00.000,"19710222",1971,"02","1971/02","1971/Feb","Feb","February",2,"Monday","Monday","Q1","1971/Q1"
1972-02-07 00:00:00.000,"19720207",1972,"02","1972/02","1972/Feb","Feb","February",2,"Monday","Monday","Q1","1972/Q1"
1972-02-14 00:00:00.000,"19720214",1972,"02","1972/02","1972/Feb","Feb","February",2,"Monday","Monday","Q1","1972/Q1"
1972-02-21 00:00:00.000,"19720221",1972,"02","1972/02","1972/Feb","Feb","February",2,"Monday","Monday","Q1","1972/Q1"
1972-02-28 00:00:00.000,"19720228",1972,"02","1972/02","1972/Feb","Feb","February",2,"Monday","Monday","Q1","1972/Q1"
1973-02-05 00:00:00.000,"19730205",1973,"02","1973/02","1973/Feb","Feb","February",2,"Monday","Monday","Q1","1973/Q1"
1973-02-12 00:00:00.000,"19730212",1973,"02","1973/02","1973/Feb","Feb","February",2,"Monday","Monday","Q1","1973/Q1"
1973-02-19 00:00:00.000,"19730219",1973,"02","1973/02","1973/Feb","Feb","February",2,"Monday","Monday","Q1","1973/Q1"
1973-02-26 00:00:00.000,"19730226",1973,"02","1973/02","1973/Feb","Feb","February",2,"Monday","Monday","Q1","1973/Q1"
1974-02-04 00:00:00.000,"19740204",1974,"02","1974/02","1974/Feb","Feb","February",2,"Monday","Monday","Q1","1974/Q1"
1974-02-11 00:00:00.000,"19740211",1974,"02","1974/02","1974/Feb","Feb","February",2,"Monday","Monday","Q1","1974/Q1"
1974-02-18 00:00:00.000,"19740218",1974,"02","1974/02","1974/Feb","Feb","February",2,"Monday","Monday","Q1","1974/Q1"
1974-02-25 00:00:00.000,"19740225",1974,"02","1974/02","1974/Feb","Feb","February",2,"Monday","Monday","Q1","1974/Q1"
1975-02-03 00:00:00.000,"19750203",1975,"02","1975/02","1975/Feb","Feb","February",2,"Monday","Monday","Q1","1975/Q1"
1975-02-10 00:00:00.000,"19750210",1975,"02","1975/02","1975/Feb","Feb","February",2,"Monday","Monday","Q1","1975/Q1"
1975-02-17 00:00:00.000,"19750217",1975,"02","1975/02","1975/Feb","Feb","February",2,"Monday","Monday","Q1","1975/Q1"
1975-02-24 00:00:00.000,"19750224",1975,"02","1975/02","1975/Feb","Feb","February",2,"Monday","Monday","Q1","1975/Q1"
1976-02-02 00:00:00.000,"19760202",1976,"02","1976/02","1976/Feb","Feb","February",2,"Monday","Monday","Q1","1976/Q1"
1976-02-09 00:00:00.000,"19760209",1976,"02","1976/02","1976/Feb","Feb","February",2,"Monday","Monday","Q1","1976/Q1"
1976-02-16 00:00:00.000,"19760216",1976,"02","1976/02","1976/Feb","Feb","February",2,"Monday","Monday","Q1","1976/Q1"
1976-02-23 00:00:00.000,"19760223",1976,"02","1976/02","1976/Feb","Feb","February",2,"Monday","Monday","Q1","1976/Q1"
1977-02-07 00:00:00.000,"19770207",1977,"02","1977/02","1977/Feb","Feb","February",2,"Monday","Monday","Q1","1977/Q1"
1977-02-14 00:00:00.000,"19770214",1977,"02","1977/02","1977/Feb","Feb","February",2,"Monday","Monday","Q1","1977/Q1"
1977-02-21 00:00:00.000,"19770221",1977,"02","1977/02","1977/Feb","Feb","February",2,"Monday","Monday","Q1","1977/Q1"
1977-02-28 00:00:00.000,"19770228",1977,"02","1977/02","1977/Feb","Feb","February",2,"Monday","Monday","Q1","1977/Q1"
1978-02-06 00:00:00.000,"19780206",1978,"02","1978/02","1978/Feb","Feb","February",2,"Monday","Monday","Q1","1978/Q1"
1978-02-13 00:00:00.000,"19780213",1978,"02","1978/02","1978/Feb","Feb","February",2,"Monday","Monday","Q1","1978/Q1"
1978-02-20 00:00:00.000,"19780220",1978,"02","1978/02","1978/Feb","Feb","February",2,"Monday","Monday","Q1","1978/Q1"
1978-02-27 00:00:00.000,"19780227",1978,"02","1978/02","1978/Feb","Feb","February",2,"Monday","Monday","Q1","1978/Q1"
1979-02-05 00:00:00.000,"19790205",1979,"02","1979/02","1979/Feb","Feb","February",2,"Monday","Monday","Q1","1979/Q1"
1979-02-12 00:00:00.000,"19790212",1979,"02","1979/02","1979/Feb","Feb","February",2,"Monday","Monday","Q1","1979/Q1"
1979-02-19 00:00:00.000,"19790219",1979,"02","1979/02","1979/Feb","Feb","February",2,"Monday","Monday","Q1","1979/Q1"
1979-02-26 00:00:00.000,"19790226",1979,"02","1979/02","1979/Feb","Feb","February",2,"Monday","Monday","Q1","1979/Q1"
1980-02-04 00:00:00.000,"19800204",1980,"02","1980/02","1980/Feb","Feb","February",2,"Monday","Monday","Q1","1980/Q1"
1980-02-11 00:00:00.000,"19800211",1980,"02","1980/02","1980/Feb","Feb","February",2,"Monday","Monday","Q1","1980/Q1"
1980-02-18 00:00:00.000,"19800218",1980,"02","1980/02","1980/Feb","Feb","February",2,"Monday","Monday","Q1","1980/Q1"
1980-02-25 00:00:00.000,"19800225",1980,"02","1980/02","1980/Feb","Feb","February",2,"Monday","Monday","Q1","1980/Q1"
1981-02-02 00:00:00.000,"19810202",1981,"02","1981/02","1981/Feb","Feb","February",2,"Monday","Monday","Q1","1981/Q1"
1981-02-09 00:00:00.000,"19810209",1981,"02","1981/02","1981/Feb","Feb","February",2,"Monday","Monday","Q1","1981/Q1"
1981-02-16 00:00:00.000,"19810216",1981,"02","1981/02","1981/Feb","Feb","February",2,"Monday","Monday","Q1","1981/Q1"
1981-02-23 00:00:00.000,"19810223",1981,"02","1981/02","1981/Feb","Feb","February",2,"Monday","Monday","Q1","1981/Q1"
1982-02-01 00:00:00.000,"19820201",1982,"02","1982/02","1982/Feb","Feb","February",2,"Monday","Monday","Q1","1982/Q1"
1982-02-08 00:00:00.000,"19820208",1982,"02","1982/02","1982/Feb","Feb","February",2,"Monday","Monday","Q1","1982/Q1"
1982-02-15 00:00:00.000,"19820215",1982,"02","1982/02","1982/Feb","Feb","February",2,"Monday","Monday","Q1","1982/Q1"
1982-02-22 00:00:00.000,"19820222",1982,"02","1982/02","1982/Feb","Feb","February",2,"Monday","Monday","Q1","1982/Q1"
1983-02-07 00:00:00.000,"19830207",1983,"02","1983/02","1983/Feb","Feb","February",2,"Monday","Monday","Q1","1983/Q1"
1983-02-14 00:00:00.000,"19830214",1983,"02","1983/02","1983/Feb","Feb","February",2,"Monday","Monday","Q1","1983/Q1"
1983-02-21 00:00:00.000,"19830221",1983,"02","1983/02","1983/Feb","Feb","February",2,"Monday","Monday","Q1","1983/Q1"
1983-02-28 00:00:00.000,"19830228",1983,"02","1983/02","1983/Feb","Feb","February",2,"Monday","Monday","Q1","1983/Q1"
1984-02-06 00:00:00.000,"19840206",1984,"02","1984/02","1984/Feb","Feb","February",2,"Monday","Monday","Q1","1984/Q1"
1984-02-13 00:00:00.000,"19840213",1984,"02","1984/02","1984/Feb","Feb","February",2,"Monday","Monday","Q1","1984/Q1"
